UMAP_1,UMAP_2,leiden,patient_name,cell_type_scChat
8.334336,2.4466846,7,S2,Dendritic cells
6.4942555,10.517143,10,S2,Smooth muscle cells
-2.008298,6.032848,1,S2,T cells
-0.76851827,4.6998744,1,S2,T cells
11.463441,12.97727,8,S2,Plasma cells
-3.745448,9.741267,4,S2,Endothelial cells
-5.085145,4.1348405,4,S2,Endothelial cells
-3.1117582,4.1879625,1,S2,T cells
-3.007203,3.223149,4,S2,Endothelial cells
-0.14032145,4.670377,1,S2,T cells
2.9987032,-0.12725769,0,S2,Fibroblasts
-4.0364532,3.6663315,4,S2,Endothelial cells
6.199043,-4.493185,14,S2,Neutrophils
8.822271,1.3147913,7,S2,Dendritic cells
11.692295,13.768604,8,S2,Plasma cells
-1.5023024,5.908556,1,S2,T cells
-3.7432723,9.868909,4,S2,Endothelial cells
11.067254,13.150213,8,S2,Plasma cells
-1.3010771,4.3704104,1,S2,T cells
-3.325419,7.059903,4,S2,Endothelial cells
-1.5712726,4.662515,1,S2,T cells
19.424438,2.2115536,12,S2,Monocytes
-3.841422,9.765538,4,S2,Endothelial cells
-4.209871,7.4298687,4,S2,Endothelial cells
-1.3722951,5.126056,1,S2,T cells
7.9226503,1.2962879,7,S2,Dendritic cells
-1.4927082,4.84984,1,S2,T cells
4.893114,-4.724607,14,S2,Neutrophils
-3.146548,2.4904423,4,S2,Endothelial cells
-0.8628909,6.5331507,1,S2,T cells
2.427872,1.939397,0,S2,Fibroblasts
0.33000284,7.0059886,1,S2,T cells
1.6968484,5.6463137,1,S2,T cells
-5.2764187,5.857167,4,S2,Endothelial cells
2.905211,5.643622,0,S2,Fibroblasts
-4.462562,7.1420727,4,S2,Endothelial cells
14.754239,-1.4771659,21,S2,Schwann cells
-2.4884462,8.665577,1,S2,T cells
-3.162062,1.782949,4,S2,Endothelial cells
0.5321986,5.746279,1,S2,T cells
0.08743004,6.6999483,1,S2,T cells
10.754474,10.134456,2,S2,Myeloid cells
8.566848,1.3499238,7,S2,Dendritic cells
-1.7620364,6.577992,1,S2,T cells
9.558121,13.4159355,17,S2,Basophils
9.113448,14.2527275,17,S2,Basophils
-3.5698514,7.274739,4,S2,Endothelial cells
3.7073433,0.24122508,0,S2,Fibroblasts
-3.6175673,3.5570035,4,S2,Endothelial cells
3.4719357,8.404135,6,S2,Epithelial cells
-3.8255987,10.257719,4,S2,Endothelial cells
5.5080667,-0.44130173,16,S2,Platelets
-3.7345603,9.085092,4,S2,Endothelial cells
-0.2336459,7.7450495,1,S2,T cells
-1.3216561,4.5732603,1,S2,T cells
-2.1209714,5.1931443,1,S2,T cells
-4.1095934,6.9576044,4,S2,Endothelial cells
-2.9777696,4.379449,1,S2,T cells
8.7105665,13.934457,17,S2,Basophils
-1.5300579,4.721913,1,S2,T cells
1.2489451,1.8416141,0,S2,Fibroblasts
-2.4620361,7.959829,1,S2,T cells
-0.29237738,4.897647,1,S2,T cells
-0.470391,3.834421,1,S2,T cells
-3.9983807,6.421705,4,S2,Endothelial cells
-0.94770974,7.516314,1,S2,T cells
-1.0839634,3.827238,1,S2,T cells
-0.8124949,4.9748964,1,S2,T cells
-3.8100398,10.344628,4,S2,Endothelial cells
-0.52529085,5.082253,1,S2,T cells
-3.9790037,10.394406,4,S2,Endothelial cells
2.8388252,8.001135,6,S2,Epithelial cells
-0.57130194,4.0566745,1,S2,T cells
-0.5927666,5.3888717,1,S2,T cells
10.055611,12.44839,17,S2,Basophils
2.6945758,4.991276,0,S2,Fibroblasts
-3.1093113,5.6432233,1,S2,T cells
-0.69880855,5.51811,1,S2,T cells
4.172964,0.9268623,0,S2,Fibroblasts
-4.322645,8.644219,4,S2,Endothelial cells
-1.0043432,5.626639,1,S2,T cells
-0.7597791,6.284225,1,S2,T cells
-1.7192284,4.763884,1,S2,T cells
-1.4989824,6.177964,1,S2,T cells
-0.020035926,5.1538234,1,S2,T cells
-1.060845,4.419407,1,S2,T cells
-1.3897147,4.636691,1,S2,T cells
5.647933,-3.9072409,14,S2,Neutrophils
-3.2050667,4.108521,4,S2,Endothelial cells
-0.21266864,5.9783726,1,S2,T cells
-1.5758784,8.166694,1,S2,T cells
13.399058,13.333581,8,S2,Plasma cells
-1.8386581,5.4678497,1,S2,T cells
-4.5279202,3.9136717,4,S2,Endothelial cells
11.548598,11.753143,8,S2,Plasma cells
11.433922,13.125713,8,S2,Plasma cells
9.515403,13.543945,17,S2,Basophils
-0.7123759,7.656484,1,S2,T cells
-3.9882703,4.83214,4,S2,Endothelial cells
-4.360456,7.466387,4,S2,Endothelial cells
-1.5480087,6.2856946,1,S2,T cells
-0.69295,5.016313,1,S2,T cells
-4.751793,5.6229606,4,S2,Endothelial cells
-3.7189329,4.907075,4,S2,Endothelial cells
6.193157,10.260659,10,S2,Smooth muscle cells
1.5402323,5.7424498,1,S2,T cells
-1.4515156,6.750254,1,S2,T cells
-3.6101372,5.990814,4,S2,Endothelial cells
-5.024683,5.1168613,4,S2,Endothelial cells
-3.4135387,4.626869,4,S2,Endothelial cells
9.470439,12.740815,17,S2,Basophils
-3.8482134,10.198517,4,S2,Endothelial cells
11.41639,9.952295,2,S2,Myeloid cells
-0.66004026,4.3624377,1,S2,T cells
-1.180576,6.8693643,1,S2,T cells
-1.6317502,6.682865,1,S2,T cells
-1.5108699,5.3362055,1,S2,T cells
-0.6212892,6.6495996,1,S2,T cells
-3.1071684,5.1735473,1,S2,T cells
3.189149,3.0616565,0,S2,Fibroblasts
-4.600909,6.2198753,4,S2,Endothelial cells
9.028129,14.209717,17,S2,Basophils
9.406642,2.4165092,7,S2,Dendritic cells
0.8253089,5.8993893,1,S2,T cells
-0.28606993,4.4962964,1,S2,T cells
-2.24066,6.8003993,1,S2,T cells
5.2305393,-4.6585383,14,S2,Neutrophils
7.1854854,7.7071195,10,S2,Smooth muscle cells
-0.08745676,6.1264396,1,S2,T cells
9.010667,2.9074094,7,S2,Dendritic cells
-2.6195672,5.8300633,1,S2,T cells
-4.2607594,9.228687,4,S2,Endothelial cells
-3.8683136,10.105788,4,S2,Endothelial cells
2.0772505,6.045417,1,S2,T cells
-3.3769538,6.471009,1,S2,T cells
-1.2854773,6.2216363,1,S2,T cells
-2.6272485,6.6865463,1,S2,T cells
-1.3834044,5.9854627,1,S2,T cells
13.712018,-3.2918344,3,S2,B cells
-3.5225623,5.231376,4,S2,Endothelial cells
-1.7333568,5.5178,1,S2,T cells
6.1781054,8.544755,10,S2,Smooth muscle cells
-3.8223288,5.5522413,4,S2,Endothelial cells
2.8904238,6.8048596,6,S2,Epithelial cells
-3.313041,7.0802064,1,S2,T cells
-3.062083,5.073006,1,S2,T cells
-4.069412,7.871564,4,S2,Endothelial cells
2.883637,8.858955,6,S2,Epithelial cells
-4.287119,7.284526,4,S2,Endothelial cells
11.579121,13.74384,8,S2,Plasma cells
5.893775,2.3616633,7,S2,Dendritic cells
11.506512,-2.9069664,3,S2,B cells
-0.70341134,8.079597,1,S2,T cells
-3.399562,4.68384,4,S2,Endothelial cells
-3.7476962,9.755536,4,S2,Endothelial cells
0.20409049,5.935483,1,S2,T cells
-0.57708335,4.879222,1,S2,T cells
-2.037283,5.2463684,0,S2,Fibroblasts
-0.41101944,4.308104,1,S2,T cells
12.8946495,11.777684,8,S2,Plasma cells
-3.1093576,5.37463,4,S2,Endothelial cells
8.648168,14.314992,17,S2,Basophils
0.40299353,5.2292366,1,S2,T cells
-2.232639,7.097382,1,S2,T cells
13.862275,2.843054,11,S2,Pericytes
-5.3071733,5.0765333,4,S2,Endothelial cells
8.350624,1.6725519,7,S2,Dendritic cells
0.15376447,5.229813,1,S2,T cells
-3.2121243,4.664993,4,S2,Endothelial cells
-3.875972,7.634948,4,S2,Endothelial cells
-2.8639798,6.9849024,1,S2,T cells
-1.5538884,5.2797046,1,S2,T cells
-2.9820247,5.5985813,1,S2,T cells
-2.875182,4.0018363,1,S2,T cells
-0.33127975,7.508359,1,S2,T cells
-0.63585544,6.550708,1,S2,T cells
-0.50369835,3.8627324,1,S2,T cells
-2.7121801,4.3392196,4,S2,Endothelial cells
1.5784436,4.5399117,0,S2,Fibroblasts
12.107722,-2.7719104,3,S2,B cells
9.101557,12.631828,17,S2,Basophils
-2.5803561,4.929428,1,S2,T cells
3.6676378,3.0145476,0,S2,Fibroblasts
-2.021404,6.9214287,1,S2,T cells
-4.125332,7.2340555,4,S2,Endothelial cells
-1.2468897,5.0145726,1,S2,T cells
-0.26147127,7.0053043,1,S2,T cells
-0.8633853,5.310483,1,S2,T cells
-4.3045244,4.5563374,4,S2,Endothelial cells
6.13761,10.143167,10,S2,Smooth muscle cells
-0.014977692,6.6643925,1,S2,T cells
-4.4540625,3.6608667,4,S2,Endothelial cells
-1.6289294,7.4643383,1,S2,T cells
11.572488,12.588573,8,S2,Plasma cells
2.6412778,0.5544904,0,S2,Fibroblasts
-0.42105857,6.7502365,1,S2,T cells
8.858543,2.984075,7,S2,Dendritic cells
-2.3496401,5.1566,4,S2,Endothelial cells
-3.5766695,6.436647,1,S2,T cells
-0.35774025,4.4422874,1,S2,T cells
-1.6137847,6.799081,1,S2,T cells
11.5987215,13.229681,8,S2,Plasma cells
-1.0630779,8.141417,1,S2,T cells
0.8340602,6.32475,1,S2,T cells
0.100783095,6.357194,1,S2,T cells
-1.8362248,5.0089154,1,S2,T cells
11.38312,13.128831,8,S2,Plasma cells
-2.5503085,5.25761,1,S2,T cells
6.9167514,7.886525,10,S2,Smooth muscle cells
9.292547,3.232382,7,S2,Dendritic cells
-0.4192797,4.5566964,1,S2,T cells
-0.5993458,7.8499603,1,S2,T cells
-4.3228765,8.753989,4,S2,Endothelial cells
11.314079,13.231304,8,S2,Plasma cells
0.34859294,1.9713039,0,S2,Fibroblasts
-4.5227733,7.84291,4,S2,Endothelial cells
-0.93425536,4.6210527,1,S2,T cells
-0.88396704,6.0096173,1,S2,T cells
-0.98549914,4.2804117,1,S2,T cells
-3.2965264,3.1119664,4,S2,Endothelial cells
-4.8149014,5.506444,4,S2,Endothelial cells
3.1239197,3.3474078,0,S2,Fibroblasts
3.3878655,2.4760246,0,S2,Fibroblasts
-0.48355168,4.5373144,1,S2,T cells
-2.202711,5.1271267,1,S2,T cells
-3.52871,7.0247707,4,S2,Endothelial cells
11.620331,13.444988,8,S2,Plasma cells
-1.3872021,4.5322647,1,S2,T cells
-2.5887847,6.328425,1,S2,T cells
-3.0730748,1.67382,4,S2,Endothelial cells
-3.4771352,4.4084024,4,S2,Endothelial cells
0.49836662,6.1473823,1,S2,T cells
-2.6272254,5.121061,1,S2,T cells
-0.6432108,4.277781,1,S2,T cells
-3.844886,7.086169,4,S2,Endothelial cells
11.178487,13.171933,8,S2,Plasma cells
8.8461075,14.040887,17,S2,Basophils
9.090625,1.5209734,7,S2,Dendritic cells
12.705378,7.9611263,2,S2,Myeloid cells
-0.6561133,7.589058,1,S2,T cells
-4.0444293,3.0044641,4,S2,Endothelial cells
-4.5918655,7.263222,4,S2,Endothelial cells
0.37044418,5.901151,1,S2,T cells
-2.816379,6.591768,1,S2,T cells
-1.3394284,5.039071,1,S2,T cells
-0.6607649,5.522109,1,S2,T cells
-2.4863288,5.8354897,1,S2,T cells
12.460598,15.1038685,8,S2,Plasma cells
-0.81705904,3.8946288,1,S2,T cells
-0.3764114,4.355266,1,S2,T cells
-0.5361211,7.695504,1,S2,T cells
12.09003,12.950573,8,S2,Plasma cells
-0.9398315,5.119747,1,S2,T cells
-3.4401648,4.9990225,1,S2,T cells
-1.0128415,5.900172,1,S2,T cells
9.05364,3.0133762,7,S2,Dendritic cells
2.5155468,-3.8157642,14,S2,Neutrophils
-3.700083,3.7942736,4,S2,Endothelial cells
3.7944684,5.602598,6,S2,Epithelial cells
2.243939,3.114281,0,S2,Fibroblasts
-1.7078179,5.459159,1,S2,T cells
-1.2720222,6.2258234,1,S2,T cells
9.157,3.1034245,7,S2,Dendritic cells
1.4887202,4.369326,1,S2,T cells
-2.4391448,6.915886,1,S2,T cells
-4.6244063,3.2926311,4,S2,Endothelial cells
-2.6396465,5.641626,1,S2,T cells
-1.4366196,8.348608,1,S2,T cells
-1.7457083,5.0336185,1,S2,T cells
3.278614,-3.226566,14,S2,Neutrophils
4.084624,7.515946,6,S2,Epithelial cells
-0.8770442,7.9106746,1,S2,T cells
2.762218,14.453029,18,S2,Progenitor cells
-2.7171986,2.581115,4,S2,Endothelial cells
8.500234,13.800383,17,S2,Basophils
-0.71481913,6.7041516,1,S2,T cells
-1.7683772,4.897933,1,S2,T cells
8.882915,11.662702,17,S2,Basophils
-2.995339,3.755307,4,S2,Endothelial cells
0.7514629,6.172209,1,S2,T cells
0.32471675,4.5695,1,S2,T cells
-0.29037234,4.6944814,1,S2,T cells
13.790023,2.1878316,11,S2,Pericytes
-3.5970674,2.3337107,4,S2,Endothelial cells
-4.1599927,9.11745,4,S2,Endothelial cells
-3.6360822,9.795209,4,S2,Endothelial cells
2.294259,9.25379,6,S2,Epithelial cells
-0.49905542,4.1965313,1,S2,T cells
-1.640904,6.7342887,1,S2,T cells
11.225809,12.892709,8,S2,Plasma cells
-4.1956396,3.7037678,4,S2,Endothelial cells
2.9078865,3.998271,0,S2,Fibroblasts
-0.55662656,1.9360851,4,S2,Endothelial cells
-4.4966846,7.161763,4,S2,Endothelial cells
-0.97189564,4.349173,1,S2,T cells
-5.0428286,5.8751564,4,S2,Endothelial cells
11.128789,13.286799,8,S2,Plasma cells
3.797654,0.9277528,0,S2,Fibroblasts
0.38427582,6.0537577,1,S2,T cells
1.7132245,5.27481,0,S2,Fibroblasts
-3.1123333,5.360248,1,S2,T cells
-0.4685556,6.875281,1,S2,T cells
4.589261,1.6699748,0,S2,Fibroblasts
-2.6958208,4.3824806,1,S2,T cells
0.21296756,5.7385793,1,S2,T cells
-0.49704546,5.2160726,1,S2,T cells
5.715828,-4.825697,14,S2,Neutrophils
14.229816,1.7940805,11,S2,Pericytes
-1.4289923,4.7043905,1,S2,T cells
4.1029024,2.8286557,0,S2,Fibroblasts
-2.9635081,4.2133594,1,S2,T cells
-2.664813,7.232294,1,S2,T cells
-0.8539025,4.081719,1,S2,T cells
-1.1024647,6.5493197,1,S2,T cells
6.29081,10.813931,10,S2,Smooth muscle cells
-5.0918,5.0290146,4,S2,Endothelial cells
-1.795667,1.9395211,4,S2,Endothelial cells
-1.8402421,8.326258,1,S2,T cells
-0.47966242,4.9336534,1,S2,T cells
-4.384307,4.6325893,4,S2,Endothelial cells
-0.0022591394,4.370149,1,S2,T cells
-4.0540934,7.4053516,4,S2,Endothelial cells
-3.711857,5.54615,4,S2,Endothelial cells
-4.0676165,10.046447,4,S2,Endothelial cells
-2.8952403,5.3923397,1,S2,T cells
-3.8133187,4.3321157,4,S2,Endothelial cells
5.953998,-4.6919737,14,S2,Neutrophils
-2.0992734,6.7853622,1,S2,T cells
-2.3470883,7.7721596,1,S2,T cells
-4.318239,6.1003203,4,S2,Endothelial cells
11.758805,12.418428,8,S2,Plasma cells
-1.2625663,5.4560966,1,S2,T cells
-1.6761842,5.1495333,1,S2,T cells
7.1730113,7.6990137,10,S2,Smooth muscle cells
-4.7653675,3.427838,4,S2,Endothelial cells
-3.9798317,10.027756,4,S2,Endothelial cells
-4.3538537,3.8446028,4,S2,Endothelial cells
-1.3081249,7.107261,1,S2,T cells
1.8636209,5.6945806,6,S2,Epithelial cells
11.337096,-0.3273547,13,S2,Macrophages
-3.6758249,4.0779243,4,S2,Endothelial cells
0.04876168,4.127664,1,S2,T cells
-2.9368184,4.93318,1,S2,T cells
-4.367588,3.7749543,4,S2,Endothelial cells
-3.6055558,5.2529235,1,S2,T cells
-0.09697149,6.6302996,1,S2,T cells
12.164224,12.4386,8,S2,Plasma cells
-1.1281133,6.9232993,1,S2,T cells
-2.4592316,8.560799,1,S2,T cells
-4.517527,7.3261905,4,S2,Endothelial cells
0.045696523,5.7109833,1,S2,T cells
2.8065553,-3.2795978,14,S2,Neutrophils
-3.370951,2.9344475,4,S2,Endothelial cells
-1.4022273,4.6958547,1,S2,T cells
-4.9051256,6.722461,4,S2,Endothelial cells
-0.73095584,5.8297167,1,S2,T cells
-1.5625448,5.834842,1,S2,T cells
-0.8469259,4.158262,1,S2,T cells
-3.6154857,5.900306,4,S2,Endothelial cells
-3.3977911,3.130792,4,S2,Endothelial cells
-4.160262,9.809265,4,S2,Endothelial cells
0.37889355,5.295123,1,S2,T cells
-2.5456274,4.527687,1,S2,T cells
2.7652438,4.1966357,0,S2,Fibroblasts
-3.082647,2.3188672,4,S2,Endothelial cells
-3.7158108,2.9545152,4,S2,Endothelial cells
-1.031684,6.3970294,1,S2,T cells
-1.5828654,4.7755632,1,S2,T cells
-1.2884374,8.24672,1,S2,T cells
-0.15658017,5.9937315,1,S2,T cells
-4.503836,6.9305067,4,S2,Endothelial cells
-1.3023574,4.8201776,1,S2,T cells
0.63113725,5.4766655,1,S2,T cells
-3.6614087,3.5258095,4,S2,Endothelial cells
-5.19162,4.68908,4,S2,Endothelial cells
-3.3565989,7.1273155,4,S2,Endothelial cells
-4.808835,5.1290984,4,S2,Endothelial cells
-3.695646,3.639261,4,S2,Endothelial cells
-2.695294,3.4161813,4,S2,Endothelial cells
-2.236962,6.443106,1,S2,T cells
-3.7404556,3.419301,4,S2,Endothelial cells
-0.85849535,5.0007663,1,S2,T cells
3.9642575,2.4500782,0,S2,Fibroblasts
12.55232,14.624876,8,S2,Plasma cells
-3.7349775,3.1881473,4,S2,Endothelial cells
-2.2102728,5.583458,1,S2,T cells
-3.5440686,7.3612585,4,S2,Endothelial cells
-3.1192772,4.7321053,4,S2,Endothelial cells
8.761956,14.2842,17,S2,Basophils
3.1285462,6.8694625,6,S2,Epithelial cells
-2.4966831,6.3953238,1,S2,T cells
-3.0017316,3.8137536,4,S2,Endothelial cells
-3.210893,5.473799,1,S2,T cells
9.052606,14.164516,17,S2,Basophils
-2.6099503,3.1512744,4,S2,Endothelial cells
-4.205276,5.028848,4,S2,Endothelial cells
17.921274,2.207875,12,S2,Monocytes
-0.31558257,2.9689772,0,S2,Fibroblasts
4.839481,2.4404407,0,S2,Fibroblasts
-2.2890568,2.0146964,4,S2,Endothelial cells
11.437551,12.7785635,8,S2,Plasma cells
-2.6295922,7.095824,1,S2,T cells
2.5882287,1.3452666,0,S2,Fibroblasts
1.9989748,4.5345764,0,S2,Fibroblasts
-1.8739625,2.4668093,4,S2,Endothelial cells
-2.369105,5.7495546,1,S2,T cells
-1.7773908,4.5920124,1,S2,T cells
-2.804231,6.580524,1,S2,T cells
-4.3440742,6.341455,4,S2,Endothelial cells
9.0964,14.048864,17,S2,Basophils
-1.0451283,6.1495204,1,S2,T cells
-3.4055557,2.5710328,4,S2,Endothelial cells
-1.840365,6.213394,1,S2,T cells
-1.8197464,6.632306,1,S2,T cells
14.087091,-3.096929,3,S2,B cells
-3.1623733,7.786188,4,S2,Endothelial cells
-4.443425,7.7656426,4,S2,Endothelial cells
1.7780194,5.691209,14,S2,Neutrophils
-1.6856157,7.958957,1,S2,T cells
-3.4307933,3.775865,4,S2,Endothelial cells
-2.755509,2.3126466,4,S2,Endothelial cells
-0.2886204,7.499586,1,S2,T cells
-3.3101106,4.4885597,4,S2,Endothelial cells
9.815724,3.1318374,7,S2,Dendritic cells
4.647442,-2.554217,14,S2,Neutrophils
0.9610113,5.996205,1,S2,T cells
-0.45117435,5.143581,1,S2,T cells
-1.6111937,5.2718344,1,S2,T cells
-3.7270126,7.304367,4,S2,Endothelial cells
-4.077328,5.0041194,4,S2,Endothelial cells
8.657078,3.1068892,7,S2,Dendritic cells
-1.0277538,5.6795487,1,S2,T cells
5.3668084,3.0225825,0,S2,Fibroblasts
-2.2611246,5.120736,1,S2,T cells
0.25733474,4.851937,1,S2,T cells
4.6448545,2.1487353,0,S2,Fibroblasts
-0.34115738,5.5621705,1,S2,T cells
8.768346,2.907543,7,S2,Dendritic cells
-0.5059068,5.455874,1,S2,T cells
17.93136,14.109912,5,S2,NK cells
3.1596193,2.7371864,0,S2,Fibroblasts
9.369903,13.856695,17,S2,Basophils
2.9563227,6.1603,6,S2,Epithelial cells
-1.0927718,6.942157,1,S2,T cells
-0.18387999,5.3494854,1,S2,T cells
-4.8599257,3.6829865,4,S2,Endothelial cells
-1.1511028,7.0830007,1,S2,T cells
-3.9635441,9.980994,4,S2,Endothelial cells
-3.2557843,7.0809493,1,S2,T cells
-5.3564854,4.49232,4,S2,Endothelial cells
-3.4250138,6.543985,1,S2,T cells
13.814669,2.86198,11,S2,Pericytes
-1.8534096,7.2053804,1,S2,T cells
-1.9606484,7.7944345,1,S2,T cells
0.6892111,5.864173,1,S2,T cells
2.6453753,14.0068,18,S2,Progenitor cells
-2.827691,3.9040606,1,S2,T cells
-5.416317,4.9516706,4,S2,Endothelial cells
-1.5297961,4.1893196,1,S2,T cells
14.103014,1.3626151,11,S2,Pericytes
-1.0813292,4.672395,1,S2,T cells
-2.6221163,7.0607996,1,S2,T cells
11.468823,13.262856,8,S2,Plasma cells
-0.6400754,5.6509633,1,S2,T cells
-3.882216,8.052612,4,S2,Endothelial cells
4.668913,2.3733523,0,S2,Fibroblasts
-1.5020351,6.245093,1,S2,T cells
-3.4147303,6.8525267,1,S2,T cells
-0.1547646,6.1043644,1,S2,T cells
-3.354518,4.2224727,4,S2,Endothelial cells
10.728743,12.82232,8,S2,Plasma cells
-1.7520534,7.0629354,1,S2,T cells
-3.590923,3.1642768,4,S2,Endothelial cells
-2.273491,4.9711914,1,S2,T cells
-0.81140274,2.0697963,0,S2,Fibroblasts
0.7107682,6.222723,1,S2,T cells
8.206951,2.1415193,7,S2,Dendritic cells
-2.5191402,5.213698,1,S2,T cells
-3.4505084,10.083458,4,S2,Endothelial cells
3.3158412,3.143454,0,S2,Fibroblasts
-2.8238115,6.044149,1,S2,T cells
-0.82053363,4.7570868,1,S2,T cells
-3.81607,5.035723,4,S2,Endothelial cells
-4.2623124,4.5068235,4,S2,Endothelial cells
-3.5849535,3.8298004,4,S2,Endothelial cells
-4.410844,3.55929,4,S2,Endothelial cells
-4.385215,4.6501703,4,S2,Endothelial cells
-2.2681684,8.411804,1,S2,T cells
1.4336282,5.8875422,1,S2,T cells
-1.0475616,4.9112926,1,S2,T cells
8.727443,14.471121,17,S2,Basophils
-1.714009,7.223348,1,S2,T cells
11.168468,12.797422,8,S2,Plasma cells
1.919609,5.670567,1,S2,T cells
-0.92107165,8.012447,1,S2,T cells
2.2760563,2.3592608,0,S2,Fibroblasts
11.598112,11.1900625,8,S2,Plasma cells
4.9816217,-4.7110662,14,S2,Neutrophils
-3.2638915,2.5498054,4,S2,Endothelial cells
-0.9945003,7.289875,1,S2,T cells
-0.896731,2.1187413,0,S2,Fibroblasts
-3.857455,3.660966,4,S2,Endothelial cells
-1.7819517,8.471385,1,S2,T cells
-0.24267593,7.1900454,1,S2,T cells
-3.6714883,10.655991,4,S2,Endothelial cells
2.231545,3.985084,0,S2,Fibroblasts
11.540997,11.517638,8,S2,Plasma cells
-2.1899173,7.324054,1,S2,T cells
-0.6832554,6.5637817,1,S2,T cells
8.793015,2.6564498,7,S2,Dendritic cells
-3.1012073,1.6320456,4,S2,Endothelial cells
4.953001,2.0513082,0,S2,Fibroblasts
-3.633014,5.0229087,4,S2,Endothelial cells
-4.6723824,3.4510796,4,S2,Endothelial cells
-4.902074,5.7250443,4,S2,Endothelial cells
0.52232736,5.5397935,1,S2,T cells
-2.0085132,6.331414,1,S2,T cells
-1.6876012,4.6380696,1,S2,T cells
2.6856136,4.9422207,0,S2,Fibroblasts
1.8888457,4.5577683,0,S2,Fibroblasts
-3.8931022,10.239842,4,S2,Endothelial cells
-3.59795,3.4778135,4,S2,Endothelial cells
-1.6556801,6.5568714,1,S2,T cells
2.864645,5.3404646,0,S2,Fibroblasts
-1.2849869,5.2361336,1,S2,T cells
-4.208479,3.5734885,4,S2,Endothelial cells
9.98944,3.1767876,7,S2,Dendritic cells
-1.518104,6.1322823,1,S2,T cells
-3.6873546,10.038882,4,S2,Endothelial cells
-4.673571,8.128165,4,S2,Endothelial cells
-0.3306798,4.0975575,1,S2,T cells
4.2925963,0.968989,0,S2,Fibroblasts
8.449094,2.982277,7,S2,Dendritic cells
-2.3671768,2.2162168,4,S2,Endothelial cells
-4.4079127,4.1244097,4,S2,Endothelial cells
-0.17310691,7.6837177,1,S2,T cells
-0.77102524,3.951677,1,S2,T cells
-0.24764873,6.7172275,1,S2,T cells
0.9491112,5.70226,1,S2,T cells
-0.32412216,5.205184,1,S2,T cells
-3.0355024,6.217934,1,S2,T cells
-4.4633093,3.695558,4,S2,Endothelial cells
-1.1187646,6.4139147,1,S2,T cells
5.513665,-4.7882323,14,S2,Neutrophils
-4.7293534,4.0739655,4,S2,Endothelial cells
-1.2860894,7.5099945,1,S2,T cells
17.887438,5.4819584,20,S2,Mesothelial cells
3.918137,2.109919,0,S2,Fibroblasts
-4.845684,5.2348495,4,S2,Endothelial cells
-1.7072816,7.3611813,1,S2,T cells
0.2659631,6.283672,1,S2,T cells
3.77832,1.9304386,0,S2,Fibroblasts
-1.8095342,5.681571,1,S2,T cells
7.347441,7.5225015,10,S2,Smooth muscle cells
-1.8400543,5.799542,1,S2,T cells
17.405712,5.772681,20,S2,Mesothelial cells
9.228076,12.665365,17,S2,Basophils
0.08718195,5.918364,1,S2,T cells
-0.34252998,6.077131,1,S2,T cells
-1.9730062,7.0431905,1,S2,T cells
-3.171337,5.6634946,1,S2,T cells
11.247202,12.975546,8,S2,Plasma cells
0.5355916,6.101475,1,S2,T cells
-0.5604299,7.3189106,1,S2,T cells
11.105205,11.627048,8,S2,Plasma cells
-1.8383403,6.4254975,1,S2,T cells
-4.153481,5.1680913,4,S2,Endothelial cells
8.664925,1.9163425,7,S2,Dendritic cells
-4.444765,7.385805,4,S2,Endothelial cells
-0.43077588,5.2249885,1,S2,T cells
-1.55851,4.786378,1,S2,T cells
-2.0742993,6.3700805,1,S2,T cells
-0.96559507,5.85487,1,S2,T cells
0.822144,4.996393,1,S2,T cells
-3.6466196,7.0372562,4,S2,Endothelial cells
-2.8204575,5.849477,1,S2,T cells
-0.44834214,6.7462234,1,S2,T cells
-3.2642143,5.9665194,1,S2,T cells
-3.8588524,5.2522016,4,S2,Endothelial cells
-3.0476055,4.4807143,1,S2,T cells
-1.5221325,6.9285445,1,S2,T cells
-3.533757,7.1410394,4,S2,Endothelial cells
-0.23839019,4.9265523,1,S2,T cells
-1.3087385,5.0025663,1,S2,T cells
-3.7255414,6.0970917,4,S2,Endothelial cells
3.2350848,3.5072317,0,S2,Fibroblasts
-3.6166334,9.066265,4,S2,Endothelial cells
1.1713448,5.6332483,1,S2,T cells
-3.5356112,4.4987326,4,S2,Endothelial cells
-3.9875798,7.740203,4,S2,Endothelial cells
8.480494,2.3905096,7,S2,Dendritic cells
-3.0019786,6.9682474,1,S2,T cells
2.882145,6.9294176,6,S2,Epithelial cells
-0.27480167,5.107556,1,S2,T cells
-1.7193074,7.536038,1,S2,T cells
-2.9337192,2.4319708,4,S2,Endothelial cells
-4.4608626,5.223149,4,S2,Endothelial cells
-4.433983,7.3067713,4,S2,Endothelial cells
-3.797982,7.287563,4,S2,Endothelial cells
0.4110715,4.8313465,1,S2,T cells
-1.193217,6.8431873,1,S2,T cells
-0.0672556,4.464739,1,S2,T cells
-0.18390019,6.1818624,1,S2,T cells
-1.7923024,7.0364656,1,S2,T cells
-4.737596,7.83968,4,S2,Endothelial cells
-2.9596553,5.0024595,4,S2,Endothelial cells
-0.11044249,7.683171,1,S2,T cells
2.921677,1.9869174,0,S2,Fibroblasts
-2.8339512,6.8025656,1,S2,T cells
8.956781,14.336228,17,S2,Basophils
-2.7701159,4.2782974,1,S2,T cells
